videocard_name,price,g3d_mark,videocard_value,g2d_mark,tdp,power_perf,vram,test_date,category
Quadro K1200,285.29,"2,943",10.32,579,45,65.40,4096,Apr 2015,Workstation
Quadro K2000,294.00,"1,579",5.37,383,51,30.97,2048,Mar 2013,Workstation
Quadro K2000D,339.99,"1,586",4.67,406,51,31.10,2048,Apr 2013,Workstation
Quadro K2000M,144.04,"1,012",7.03,256,55,18.40,2048,Jul 2012,Workstation
Quadro K2100M,415.99,"1,354",3.26,282,55,24.62,2048,Oct 2013,Workstation
Quadro K2200,268.30,"3,551",13.23,544,68,52.22,4096,Sep 2014,Workstation
Quadro K2200M,124.95,"3,469",27.76,384,,,,Apr 2015,Unknown
Quadro K3000M,407.56,"1,638",4.02,339,75,21.83,2048,Oct 2012,Workstation
Quadro K3100M,399.95,"2,263",5.66,324,75,30.18,4096,Nov 2013,Workstation
Quadro K4000,270.00,"2,719",10.07,419,80,33.99,3072,Nov 2012,Workstation
Quadro K4000M,254.00,"1,903",7.49,296,100,19.03,4096,Oct 2012,Workstation
Quadro K4100M,261.29,"2,754",10.54,325,100,27.54,4096,Dec 2013,Workstation
Quadro K420,269.00,743,2.76,281,41,18.12,1024,Oct 2014,Workstation
Quadro K4200,249.00,"4,324",17.37,503,105,41.18,4096,Sep 2014,Workstation
Quadro K5000,249.00,"3,992",16.03,432,122,32.72,4096,Nov 2012,Workstation
Quadro K5000M,508.91,"2,769",5.44,358,100,27.69,4096,Aug 2012,Workstation
Quadro K500M,,480,,184,,,,Jul 2020,Unknown
Quadro K5100M,1108.84,"3,128",2.82,364,100,31.28,8192,Jan 2014,Workstation
Quadro K510M,,641,,441,30,21.37,1024,Dec 2013,Workstation
Quadro K5200,415.00,"6,082",14.66,540,150,40.55,8192,Sep 2014,Workstation
Quadro K600,60.24,738,12.26,276,41,18.01,1024,Mar 2013,Workstation
Quadro K6000,210.66,"8,064",38.28,544,225,35.84,12288,Oct 2013,Workstation
Quadro K610M,240.00,732,3.05,218,30,24.41,1024,Aug 2014,Workstation
Quadro K620,2029.99,"2,231",1.10,475,45,49.57,2048,Sep 2014,Workstation
Quadro K620M,,"1,165",,158,,,,Mar 2015,Unknown
Quadro M1000M,85.99,"2,861",33.27,309,40,71.52,4096,Nov 2015,"Mobile, Workstation"
Quadro M1200,,"3,231",,317,45,71.80,4096,Jan 2017,"Mobile, Workstation"
Quadro M2000,264.24,"3,996",15.12,564,75,53.28,4096,May 2016,Workstation
Quadro M2000M,213.16,"3,467",16.27,340,55,63.04,4096,Nov 2015,"Mobile, Workstation"
Quadro M2200,249.99,"4,249",17.00,380,55,77.26,4096,Apr 2017,"Mobile, Workstation"
Quadro M3000M,159.95,"5,597",34.99,403,75,74.62,4096,Dec 2015,"Mobile, Workstation"
Quadro M4000,362.00,"6,696",18.50,677,120,55.80,8192,Oct 2015,Workstation
Quadro M4000M,254.91,"6,144",24.10,404,100,61.44,4096,Aug 2015,"Mobile, Workstation"
Quadro M5000,499.00,"9,404",18.85,661,150,62.69,8192,Nov 2015,Workstation
Quadro M5000M,546.92,"7,020",12.84,480,100,70.20,8192,Jan 2016,"Mobile, Workstation"
Quadro M500M,,"1,164",,186,30,38.79,2048,Mar 2016,"Mobile, Workstation"
Quadro M520,,"1,873",,227,25,74.91,2048,May 2017,"Mobile, Workstation"
Quadro M5500,,"7,915",,698,150,52.77,8192,Mar 2016,"Mobile, Workstation"
Quadro M6000,4827.53,"11,779",2.44,729,250,47.12,12288,Jan 2015,Workstation
Quadro M6000 24GB,,"11,883",,691,250,47.53,24576,Jul 2016,Workstation
Quadro M600M,251.99,"2,151",8.54,349,30,71.70,2048,Dec 2015,"Mobile, Workstation"
Quadro M620,,"2,802",,421,30,93.40,2048,Jan 2017,"Mobile, Workstation"
Quadro NVS 110M,,48,,236,10,4.76,512,Apr 2009,Workstation
Quadro NVS 120M,,47,,274,10,4.70,512,May 2009,Workstation
Quadro NVS 130M,,97,,190,10,9.73,256,Apr 2009,Workstation
Quadro NVS 135M,,50,,45,10,5.04,256,Feb 2010,Workstation
Quadro NVS 140M,,79,,46,10,7.86,512,Apr 2009,Workstation
Quadro NVS 150M,,70,,168,10,7.04,256,Apr 2009,Workstation
Quadro NVS 160M,,136,,28,12,11.30,256,Apr 2009,Workstation
Quadro NVS 210S,,24,,265,,,,Nov 2009,Unknown
Quadro NVS 210S / GeForce 6150LE,,21,,272,,,,Sep 2009,Unknown
Quadro NVS 280 PCI,130.00,8,0.06,261,,,,Apr 2009,Unknown
Quadro NVS 280 SD,,2,,119,,,,May 2009,Unknown
Quadro NVS 285,169.86,42,0.25,127,,,,Mar 2012,Unknown
Quadro NVS 285 128MB,55.00,38,0.70,313,,,,Oct 2009,Unknown
Quadro NVS 290,59.00,228,3.86,47,,,,Apr 2009,Unknown
Quadro NVS 295,63.00,94,1.49,47,23,4.09,256,Apr 2009,Workstation
Quadro NVS 320M,,208,,84,20,10.41,512,Sep 2009,Workstation
Quadro NVS 420,150.00,103,0.69,143,,,,Jun 2009,Unknown
Quadro NVS 440,228.87,38,0.16,358,,,,Apr 2009,Unknown
Quadro NVS 450,438.00,67,0.15,89,,,,Apr 2009,Unknown
Quadro NVS 510M,,238,,111,45,5.30,1024,Feb 2010,Workstation
Quadro NVS 55/280 PCI,,6,,116,,,,May 2009,Unknown
Quadro P1000,289.99,"4,458",15.37,596,47,94.86,4096,Apr 2017,Workstation
Quadro P2000,439.60,"6,925",15.75,636,75,92.34,5120,Mar 2017,Workstation
Quadro P2000 with Max-Q Design,,"5,285",,480,,,,Sep 2018,Unknown
Quadro P2200,459.80,"9,319",20.27,909,75,124.25,5120,Aug 2019,Workstation
Quadro P3000,,"6,520",,431,75,86.94,6144,Feb 2017,"Mobile, Workstation"
Quadro P3200,389.30,"8,878",22.80,458,,,,May 2018,Unknown
Quadro P3200 with Max-Q Design,,"9,305",,557,,,,Aug 2018,Unknown
Quadro P400,201.17,"1,642",8.16,442,30,54.73,2048,Aug 2017,Workstation
Quadro P4000,556.19,"11,634",20.92,817,105,110.80,8192,Mar 2017,Workstation
Quadro P4000 with Max-Q Design,,"9,083",,700,80,113.53,16384,Oct 2017,Mobile
Quadro P4200,,"10,488",,496,100,104.88,8192,Jul 2018,Workstation
Quadro P4200 with Max-Q Design,,"11,447",,606,,,,Oct 2018,Workstation
Quadro P500,,"1,628",,240,,,,Mar 2018,Unknown
Quadro P5000,1868.99,"12,533",6.71,674,180,69.63,16384,Nov 2016,Workstation
Quadro P520,1499.00,"2,097",1.40,243,,,,Aug 2019,Unknown
Quadro P5200,,"12,239",,539,,,,Jan 2018,Mobile
Quadro P5200 with Max-Q Design,,"12,531",,460,,,,Oct 2018,Unknown
Quadro P600,210.58,"3,293",15.64,508,40,82.33,2048,Apr 2017,Workstation
Quadro P6000,3250.00,"15,308",4.71,711,250,61.23,24000,Oct 2016,Workstation
Quadro P620,574.55,"3,644",6.34,550,40,91.10,2048,Jun 2018,Workstation
Quadro RTX 3000,,"11,088",,514,80,138.59,6144,Jul 2019,"Mobile, Workstation"
Quadro RTX 3000 with Max-Q Design,,"8,255",,341,60,137.58,6144,Oct 2019,Mobile
Quadro RTX 4000,899.00,"15,385",17.11,878,160,96.16,8192,Feb 2019,Workstation
Quadro RTX 4000 (Mobile),,"12,404",,540,110,112.77,8192,Jul 2019,Mobile
Quadro RTX 4000 with Max-Q Design,,"12,487",,555,80,156.09,8192,Nov 2019,Mobile
Quadro RTX 5000,,"15,966",,736,230,69.42,16384,Jan 2019,Workstation
Quadro RTX 5000 (Mobile),,"14,832",,705,110,134.84,16384,Jul 2019,"Mobile, Workstation"
Quadro RTX 5000 with Max-Q Design,,"13,481",,569,80,168.51,16384,Sep 2019,"Mobile, Workstation"
Quadro RTX 6000,6300.00,"18,797",2.98,798,295,63.72,24576,Nov 2018,Workstation
Quadro RTX 8000,4741.49,"19,278",4.07,858,260,74.15,49152,Mar 2019,Workstation
Quadro T1000,369.99,"6,455",17.45,417,,,,Jul 2019,Mobile
Quadro T1000 with Max-Q Design,,"6,706",,436,,,,Sep 2020,Mobile
Quadro T2000,528.35,"7,167",13.56,449,,,,Jul 2019,Mobile
Quadro T2000 with Max-Q Design,,"6,905",,425,,,,Jun 2020,Mobile
Quadro2 MXR/EX,,5,,142,,,64,Mar 2010,Workstation
Quadro2 Pro,,1,,143,,,64,Apr 2009,Workstation
Quadro4 380 XGL,,7,,225,,,,Jul 2009,Unknown
Quadro4 900 XGL,,5,,194,,,,Jun 2009,Unknown
Quadro4 980 XGL,341.43,5,0.01,181,,,,Apr 2009,Unknown
Qualcomm Adreno 540 GPU,,119,,54,,,,Mar 2021,Unknown
Qualcomm Adreno 618 GPU,,127,,65,,,,Mar 2021,Unknown
Qualcomm Adreno 630 GPU,,283,,104,,,,Jan 2019,Unknown
Qualcomm Adreno 675 GPU,,540,,81,,,,Jul 2022,Unknown
Qualcomm Adreno 680 GPU,,793,,90,,,,Feb 2021,Unknown
Qualcomm Adreno 685 GPU,,979,,269,,,,Jul 2022,Unknown
Qualcomm Adreno 690 GPU,,"1,023",,88,,,,Feb 2022,Unknown
Qualcomm Adreno 7c Gen 3 GPU,,749,,155,,,,Dec 2023,Unknown
Qualcomm Adreno 7c+ Gen 3,,594,,138,,,,Jun 2023,Unknown
Qualcomm Adreno 8cx Gen 3,,"1,952",,221,,,,Mar 2022,Unknown
Qualcomm Adreno 8cx Gen 3 GPU,,"1,864",,497,,,,May 2024,Desktop
Qualcomm Adreno X1-45 GPU,,"1,591",,350,,,,Sep 2024,Desktop
Qualcomm Adreno X1-85 GPU,,"2,702",,441,,,,Jul 2024,Desktop
QXL KMDOD,,19,,203,,,,Sep 2014,Unknown
Radeon 2100,190.99,60,0.31,286,,,,Apr 2009,Unknown
Radeon 3000,319.00,98,0.31,414,,,,Aug 2012,Unknown
Radeon 3015e,,372,,115,,,,Jan 2023,Unknown
Radeon 3020e,,465,,154,,,,Dec 2022,Unknown
Radeon 3100,189.15,74,0.39,228,,,,Aug 2012,Unknown
Radeon 520,89.99,868,9.64,204,,,,Aug 2017,Unknown
Radeon 530,,"1,018",,175,,,,Dec 2017,Unknown
Radeon 535,,"1,078",,193,,,,Jan 2019,Unknown
Radeon 535DX,,774,,169,,,,Apr 2019,Unknown
Radeon 540,,"1,383",,251,,,,Aug 2017,Unknown
Radeon 540X,,"1,435",,285,,,,Oct 2019,Unknown
Radeon 550,89.97,"1,980",22.00,457,,,,Mar 2022,Unknown
Radeon 550X,,"1,429",,232,,,,Sep 2019,Unknown
Radeon 610M,,"1,099",,256,,,,Jul 2023,Mobile
Radeon 610M Ryzen 9 7845HX,,"21,623",,988,,,,Dec 2023,Mobile
Radeon 610M Ryzen 9 7945HX,,"1,538",,506,,,,Dec 2023,Mobile
Radeon 620,,897,,205,,,,May 2020,Unknown
Radeon 625,,"1,079",,205,,,,Dec 2020,Unknown
Radeon 630,,"1,294",,222,,,,Jul 2020,Unknown
Radeon 6600M,,524,,167,,,,Aug 2012,Mobile
Radeon 660M Ryzen 5 6600H,,"6,286",,795,,,,Feb 2024,Mobile
Radeon 660M Ryzen 5 7535HS,,"3,546",,680,,,,Aug 2023,Mobile
Radeon 6750M,,911,,570,,,,Sep 2017,Mobile
Radeon 680M Ryzen 7 7735HS,,"6,167",,827,,,,Jul 2023,Mobile
Radeon 7000 / Radeon VE,,3,,99,,,,Aug 2009,Unknown
RADEON 7000 / RADEON VE Family,,4,,107,,,,Jun 2010,Unknown
RADEON 7200,599.99,3,0.00,94,,,,Jan 2011,Unknown
Radeon 740M,,"3,200",,803,,,,Sep 2023,Mobile
RADEON 7500,177.25,3,0.02,35,,,64,Jan 2012,Desktop
RADEON 7500 Family,,5,,125,,,,Oct 2009,Unknown
Radeon 760M,,"5,771",,876,,,,Aug 2023,Mobile
Radeon 780M,,"7,058",,870,,,,Jun 2023,Mobile
RADEON 8500 Family,,7,,146,,,,Sep 2009,Unknown
Radeon 880M,,"7,933",,"1,012",,,,Aug 2024,Mobile
Radeon 890M,,"7,716",,940,,,,Aug 2024,Mobile
RADEON 9000,,5,,126,,,128,Sep 2009,Desktop
RADEON 9000 Family,,4,,123,,,,Feb 2010,Unknown
RADEON 9100 Family,,6,,163,,,,Jun 2009,Unknown
RADEON 9100 IGP,,5,,128,,,,Sep 2010,Unknown
RADEON 9200,153.63,4,0.02,135,,,256,Oct 2009,Desktop
RADEON 9200 LE Family,,3,,128,,,,Feb 2010,Unknown
RADEON 9200 PRO Family,,3,,135,,,,Nov 2011,Unknown
RADEON 9200 SE,,3,,129,,,256,Mar 2010,Desktop
RADEON 9250,194.00,3,0.01,127,,,256,May 2009,Desktop
RADEON 9500,40.50,36,0.90,173,,,128,Jun 2011,Desktop
RADEON 9500 PRO / 9700,,42,,157,,,,Apr 2009,Unknown
RADEON 9550,291.74,35,0.12,145,,,256,Jul 2009,Desktop
Radeon 9550 / X1050,,29,,150,,,,May 2010,Unknown
RADEON 9600 Family,,25,,150,,,,Apr 2009,Unknown
RADEON 9600 PRO,,43,,163,,,256,Jan 2011,Desktop
RADEON 9600 PRO Family,,27,,148,,,,Dec 2010,Unknown
RADEON 9600 TX Family,,18,,138,,,,Sep 2010,Unknown
RADEON 9600 XT,,35,,147,,,256,Dec 2009,Desktop
RADEON 9600SE,,27,,143,,,,May 2009,Unknown
RADEON 9700 PRO,,54,,149,,,128,Apr 2009,Desktop
Radeon 9700 TX w/TV-Out,,44,,152,,,,Mar 2011,Unknown
RADEON 9800,325.00,58,0.18,191,,,128,Oct 2010,Desktop
RADEON 9800 PRO,,59,,153,,,256,Sep 2009,Desktop
RADEON 9800 SE,,24,,131,,,256,May 2009,Desktop
RADEON 9800 XT,,57,,160,,,256,Sep 2009,Desktop
RADEON A9800XT,,23,,145,,,,Jan 2020,Unknown
Radeon Athlon Gold 3150U,,773,,247,,,,Dec 2022,Unknown
Radeon Athlon Gold PRO 4150GE,,"1,574",,613,,,,Aug 2022,Unknown
Radeon Athlon PRO 3045B,,555,,175,,,,Feb 2023,Unknown
Radeon Athlon Silver 3050U,,694,,225,,,,Jan 2023,Unknown
RADEON E2400,,52,,287,,,,Sep 2011,Unknown
RADEON E4690,,405,,347,,,,Jun 2011,Unknown
Radeon E6460,,324,,225,,,,Nov 2015,Unknown
Radeon E6465,,231,,354,,,,Oct 2018,Unknown
Radeon E6760,239.99,877,3.65,485,,,,Jun 2012,Unknown
Radeon E8860,,"1,686",,436,,,,Mar 2015,Unknown
Radeon E8870PCIe,,"3,368",,708,,,,Oct 2017,Unknown
Radeon Eng Sample: 100-000000085-40_35/24_Y,,"1,441",,554,,,,Sep 2020,Unknown
Radeon Eng Sample: 100-000000146-40_42/35_Y,,"2,464",,730,,,,Feb 2022,Unknown
Radeon Eng Sample: 100-000000261-50_Y,,"3,490",,862,,,,Apr 2024,Desktop
Radeon Eng Sample: 100-000000262-30_Y,,"2,416",,785,,,,Jan 2022,Unknown
Radeon Eng Sample: 100-000000263-30_Y,,"1,684",,708,,,,Apr 2022,Unknown
Radeon Eng Sample: 100-000000285-40_Y,,"2,267",,640,,,,Nov 2022,Unknown
Radeon Eng Sample: 100-000000287-40_Y,,"1,862",,586,,,,Feb 2023,Unknown
Radeon Eng Sample: 100-000000300-30_Y,,"2,707",,698,,,,Apr 2024,Desktop
Radeon Eng Sample: 100-000000300-40_Y,,"2,670",,747,,,,Aug 2022,Unknown
Radeon Eng Sample: 100-000000371-40_42/18_Y,,"2,591",,549,,,,Oct 2023,Unknown
Radeon Eng Sample: 100-000000534-40_Y,,"5,380",,781,,,,Apr 2024,Unknown
Radeon Eng Sample: 100-000000545-40_Y,,"5,026",,812,,,,Mar 2024,Unknown
Radeon Eng Sample: 100-000000550-40_Y,,"5,224",,773,,,,May 2024,Desktop
Radeon Eng Sample: 100-000000560-40_Y,,"4,772",,750,,,,Dec 2023,Unknown
Radeon Eng Sample: 100-000000561-40_Y,,"4,042",,745,,,,Oct 2023,Unknown
Radeon Eng Sample: 100-000000562-40_Y,,"3,841",,589,,,,May 2024,Desktop
Radeon EPYC 4124P 4-Core,,"1,615",,545,,,,Jul 2024,Desktop
Radeon EPYC 4244P 6-Core,,"1,424",,541,,,,May 2024,Desktop
Radeon EPYC 4344P 8-Core,,"1,635",,548,,,,May 2024,Desktop
Radeon EPYC 4364P 8-Core,,"1,611",,561,,,,May 2024,Desktop
Radeon EPYC 4464P 12-Core,,"1,614",,562,,,,May 2024,Desktop
Radeon EPYC 4484PX 12-Core,,"1,620",,551,,,,May 2024,Desktop
Radeon EPYC 4564P 16-Core,,"1,619",,573,,,,May 2024,Desktop
Radeon EPYC 4584PX 16-Core,,"1,662",,559,,,,May 2024,Desktop
Radeon HD 2350,,77,,262,20,3.83,256,Aug 2009,Desktop
Radeon HD 2400,88.20,121,1.37,298,,,,Jan 2012,Unknown
Radeon HD 2400 PCI,,14,,86,,,,Apr 2009,Unknown
Radeon HD 2400 Pro,,114,,346,20,5.72,512,Oct 2011,Desktop
Radeon HD 2400 XT,,119,,357,25,4.76,256,Dec 2011,Desktop
Radeon HD 2600 PRO,188.44,211,1.12,337,35,6.04,512,Oct 2011,Desktop
Radeon HD 2600 Pro AGP,,110,,137,,,,Dec 2011,Unknown
Radeon HD 2600 XT,159.00,283,1.78,371,45,6.28,512,Nov 2011,Desktop
Radeon HD 2900 GT,,292,,344,150,1.95,512,Feb 2012,Desktop
Radeon HD 2900 PRO,,628,,397,200,3.14,1024,Nov 2011,Desktop
Radeon HD 2900 XT,,660,,397,215,3.07,1024,Apr 2012,Desktop
Radeon HD 3000,,96,,264,,,,Sep 2014,Unknown
Radeon HD 3200,,82,,227,,,,Aug 2012,Unknown
Radeon HD 3300,,127,,373,,,,Apr 2009,Unknown
Radeon HD 3450,89.00,157,1.76,25,25,6.27,512,Oct 2011,Desktop
Radeon HD 3470,109.65,119,1.08,62,30,3.96,512,Dec 2011,Desktop
Radeon HD 3650 AGP,185.00,150,0.81,155,,,,Nov 2011,Unknown
Radeon HD 3670,,160,,46,,,,Oct 2011,Unknown
Radeon HD 3850,,393,,30,75,5.24,1024,Oct 2011,Desktop
Radeon HD 3850 AGP,,432,,92,75,5.76,1024,Aug 2012,Desktop
Radeon HD 3850 X2,,822,,422,349,2.36,1024,Sep 2009,Desktop
Radeon HD 3870,229.59,555,2.42,58,106,5.24,1024,Aug 2012,Desktop
Radeon HD 3870 X2,,709,,224,165,4.29,512,Nov 2011,Desktop
Radeon HD 4200,,112,,372,,,512,Aug 2012,Desktop
Radeon HD 4250,,123,,408,,,512,May 2012,Desktop
Radeon HD 4270,,110,,303,,,,Nov 2010,Unknown
Radeon HD 4290,,141,,442,,,512,Mar 2010,Desktop
Radeon HD 4300/4500 Serisi,,156,,347,,,,Sep 2014,Unknown
Radeon HD 4330,,115,,29,,,,Aug 2012,Unknown
Radeon HD 4350,50.99,135,2.65,28,20,6.76,1024,Aug 2012,Desktop
Radeon HD 4550,156.00,236,1.51,429,20,11.79,1024,Aug 2012,Desktop
Radeon HD 4650,69.99,238,3.41,30,48,4.97,1024,Nov 2011,Desktop
Radeon HD 4650 AGP,,208,,156,,,,Aug 2011,Unknown
Radeon HD 4670,142.96,380,2.66,38,59,6.44,1024,Aug 2012,Desktop
Radeon HD 4770,59.99,910,15.16,114,80,11.37,512,Nov 2011,Desktop
Radeon HD 4810,,769,,425,95,8.10,512,Mar 2014,Desktop
Radeon HD 4830,59.99,836,13.93,66,95,8.80,1024,Aug 2012,Desktop
Radeon HD 4850,139.99,935,6.68,80,110,8.50,2048,Aug 2012,Desktop
Radeon HD 4850 X2,,"1,132",,542,250,4.53,1024,Mar 2012,Desktop
Radeon HD 4870,147.24,"1,373",9.32,45,150,9.15,2048,Aug 2012,Desktop
Radeon HD 4870 X2,,"1,309",,565,286,4.58,1024,Aug 2012,Desktop
Radeon HD 4890,89.99,"1,508",16.76,75,190,7.94,2048,Aug 2012,Desktop
Radeon HD 5450,69.99,136,1.95,140,19.1,7.14,2048,Aug 2012,Desktop
Radeon HD 5470,,268,,298,,,,Nov 2014,Unknown
Radeon HD 5550,54.99,377,6.85,185,39,9.66,2048,May 2010,Desktop
Radeon HD 5570,189.12,477,2.52,193,39,12.23,2048,Aug 2012,Desktop
Radeon HD 5600/5700,,634,,283,,,,Jan 2011,Unknown
Radeon HD 5670,96.81,805,8.31,289,64,12.57,2048,Aug 2012,Desktop
Radeon HD 5750,128.99,"1,163",9.02,337,86,13.52,1024,Aug 2012,Desktop
Radeon HD 5770,189.99,"1,340",7.06,334,108,12.41,2048,Aug 2012,Desktop
Radeon HD 5830,258.99,"1,733",6.69,402,175,9.90,1024,Aug 2012,Desktop
Radeon HD 5850,288.99,"1,972",6.82,401,151,13.06,2048,Aug 2012,Desktop
Radeon HD 5870,417.83,"2,220",5.31,409,228,9.74,2048,Aug 2012,Desktop
Radeon HD 5970,721.20,"2,282",3.16,418,294,7.76,2048,Aug 2012,Desktop
Radeon HD 6230,,179,,254,,,,Nov 2013,Unknown
Radeon HD 6250,,94,,30,35,2.68,,Mar 2012,Mobile
Radeon HD 6290,,105,,32,45,2.32,,Jul 2012,Mobile
Radeon HD 6290M,,140,,92,,,,Jul 2012,Mobile
Radeon HD 6300M,,144,,108,,,,Jun 2012,Mobile
Radeon HD 6310,,122,,35,45,2.71,,Aug 2012,Mobile
Radeon HD 6320,554.99,147,0.27,44,45,3.27,,Nov 2011,Mobile
Radeon HD 6320 Graphic,,216,,159,,,,Nov 2011,Unknown
Radeon HD 6320M,,198,,151,,,,Nov 2011,Mobile
RADEON HD 6350,59.00,141,2.39,171,19.1,7.38,512,Apr 2011,Desktop
Radeon HD 6370D,,255,,146,65,3.92,,Dec 2011,Desktop
Radeon HD 6370M,,276,,401,11,25.08,1024,Dec 2010,Mobile
Radeon HD 6380G,399.99,201,0.50,91,35,5.74,,Apr 2012,Mobile
Radeon HD 6410D,,237,,117,65,3.65,,Dec 2011,Desktop
Radeon HD 6430M,,193,,106,,,1024,Feb 2013,Mobile
Radeon HD 6450,89.00,197,2.22,119,18,10.96,512,Oct 2011,Desktop
Radeon HD 6450 + 8470D Dual,,763,,486,,,,Apr 2017,Unknown
Radeon HD 6450A,,260,,208,,,,Apr 2012,Unknown
Radeon HD 6470M,569.99,228,0.40,105,,,1024,Aug 2012,Mobile
Radeon HD 6480G,,257,,81,45,5.70,,Aug 2012,Mobile
Radeon HD 6480M,,353,,282,,,,Jun 2015,Mobile
Radeon HD 6490M,1193.03,378,0.32,514,,,512,Feb 2011,Mobile
Radeon HD 6520G,,300,,82,45,6.66,,Aug 2012,Mobile
Radeon HD 6530D,,337,,136,100,3.37,,Aug 2012,Desktop
Radeon HD 6550A,,708,,609,,,,Jan 2012,Unknown
Radeon HD 6550D,,401,,131,100,4.01,,Aug 2011,Desktop
Radeon HD 6570,64.99,550,8.47,216,44,12.50,1024,Aug 2012,Desktop
Radeon HD 6610M,,565,,527,,,,Nov 2012,Mobile
Radeon HD 6620G,,341,,103,45,7.58,,Aug 2012,Mobile
Radeon HD 6630M,,685,,390,,,1024,May 2011,Mobile
Radeon HD 6650A,,836,,418,,,,Jan 2012,Unknown
Radeon HD 6650M,,753,,224,,,1024,Jan 2011,Mobile
Radeon HD 6670,68.99,726,10.53,244,66,11.01,2048,Aug 2012,Desktop
Radeon HD 6670 + 6670 Dual,,647,,552,,,,Jan 2013,Unknown
Radeon HD 6670 + 7660D Dual,,"1,492",,483,,,,Apr 2015,Unknown
Radeon HD 6670/7670,,946,,320,,,,Dec 2016,Unknown
Radeon HD 6700M,,"1,017",,523,,,,Aug 2012,Mobile
Radeon HD 6750,79.99,"1,045",13.06,272,86,12.15,1024,Apr 2011,Desktop
Radeon HD 6750M,,937,,487,,,1024,Feb 2011,Mobile
Radeon HD 6770,264.99,"1,250",4.72,313,108,11.57,1024,Apr 2011,Desktop
Radeon HD 6770M,,964,,572,,,1024,May 2011,Mobile
Radeon HD 6790,294.00,"1,616",5.50,374,150,10.77,1024,Apr 2011,Desktop
Radeon HD 6800M,,799,,231,,,,Feb 2012,Mobile
Radeon HD 6850,171.22,"1,967",11.49,434,127,15.49,1024,Aug 2012,Desktop
Radeon HD 6850 X2,,"2,534",,373,,,,Feb 2017,Unknown
Radeon HD 6870,239.99,"2,219",9.24,406,151,14.69,2048,Aug 2012,Desktop
Radeon HD 6900M,,"1,703",,361,,,,Jun 2012,Mobile
Radeon HD 6950,139.99,"2,616",18.68,439,200,13.08,1024,Aug 2012,Desktop
Radeon HD 6970,149.99,"2,832",18.88,428,250,11.33,2048,Aug 2012,Desktop
Radeon HD 6970M,215.99,"2,270",10.51,656,75,30.27,2048,Mar 2011,Mobile
Radeon HD 6990,498.49,"3,013",6.04,630,375,8.04,2048,Mar 2011,Desktop
Radeon HD 7290,,112,,48,,,,Dec 2012,Unknown
Radeon HD 7290M,,123,,90,,,,Sep 2014,Mobile
Radeon HD 7310,,128,,44,,,,Aug 2012,Unknown
Radeon HD 7310 - Carte graphique,,174,,120,,,,Aug 2014,Unknown
Radeon HD 7310G,,181,,119,,,,Apr 2014,Unknown
Radeon HD 7310M,,166,,127,,,,Oct 2012,Mobile
Radeon HD 7340,552.69,153,0.28,50,,,,Jun 2012,Unknown
Radeon HD 7340G,,196,,146,,,,Dec 2012,Unknown
Radeon HD 7340M,,221,,160,,,,Oct 2012,Mobile
Radeon HD 7350,,165,,187,19.1,8.65,512,Mar 2012,Desktop
Radeon HD 7400G,,267,,109,,,,Dec 2012,Unknown
Radeon HD 7420G,,309,,105,,,,Dec 2012,Unknown
Radeon HD 7450,49.99,225,4.50,146,18,12.48,1024,Feb 2012,Desktop
Radeon HD 7450A,,288,,385,,,,May 2012,Unknown
Radeon HD 7450M,,330,,441,7,47.10,1024,Jun 2015,Mobile
Radeon HD 7470,81.37,289,3.55,152,27,10.71,1024,Jun 2012,Desktop
Radeon HD 7470M,,408,,393,7,58.24,1024,Jan 2012,Mobile
Radeon HD 7480D,,279,,119,65,4.29,,Oct 2012,Desktop
Radeon HD 7500G,,308,,100,,,,Jul 2012,Unknown
Radeon HD 7500G + 7500M/7600M Dual,,617,,308,,,,Sep 2013,Mobile
Radeon HD 7500G + 7550M Dual,,497,,263,,,,Apr 2013,Mobile
Radeon HD 7500G + HD 7500M/7600M Dual,,356,,265,,,,Dec 2015,Mobile
Radeon HD 7520G,,316,,109,,,,Aug 2012,Unknown
Radeon HD 7520G + 7400M Dual,,487,,280,,,,Feb 2015,Mobile
Radeon HD 7520G + 7470M Dual,,543,,345,,,,Jan 2013,Mobile
Radeon HD 7520G + 7500/7600 Dual,,582,,379,,,,Nov 2013,Unknown
Radeon HD 7520G + 7600M Dual,,591,,362,,,,Jan 2013,Mobile
Radeon HD 7520G + 7610M Dual,,588,,317,,,,Aug 2013,Mobile
Radeon HD 7520G + 7650M Dual,,453,,345,,,,Oct 2013,Mobile
Radeon HD 7520G + 7670M Dual,,523,,323,,,,May 2012,Mobile
Radeon HD 7520G + 7700M Dual,,"1,061",,331,,,,Apr 2013,Mobile
Radeon HD 7520G + 8600/8700M Dual,,311,,329,,,,Oct 2014,Mobile
Radeon HD 7520G + 8750M Dual,,377,,388,,,,Dec 2014,Mobile
Radeon HD 7520G + HD 7400M Dual,,545,,315,,,,Nov 2015,Mobile
Radeon HD 7520G + HD 7500/7600 Dual,,832,,355,,,,Jan 2016,Unknown
Radeon HD 7520G + HD 7600M Dual,,447,,150,,,,Nov 2014,Mobile
Radeon HD 7520G + HD 7670M Dual,,495,,295,,,,Jan 2016,Mobile
Radeon HD 7520G + HD 7700M Dual,,575,,389,,,,Nov 2016,Mobile
Radeon HD 7520G + HD 8600/8700M Dual,,624,,291,,,,Oct 2014,Mobile
