videocard_name,price,g3d_mark,videocard_value,g2d_mark,tdp,power_perf,vram,test_date,category
Ryzen 7 7730U with Radeon Graphics,,"2,470",,610,,,,Feb 2023,Unknown
Ryzen 7 7735HS with Radeon Graphics,,"5,128",,777,,,,Feb 2022,Unknown
Ryzen 7 7735U with Radeon Graphics,,"5,216",,753,,,,Jul 2023,Unknown
Ryzen 7 Extreme Edition,,"2,227",,527,,,,Jul 2020,Unknown
Ryzen 7 PRO 4700G with Radeon Graphics,,"2,880",,712,,,,Aug 2020,Unknown
Ryzen 7 Pro 4750G with Radeon Graphics,,"2,682",,703,,,,Apr 2020,Unknown
Ryzen 7 PRO 4750GE with Radeon Graphics,,"2,550",,683,,,,Sep 2020,Unknown
Ryzen 7 PRO 4750U with Radeon Graphics,,"2,030",,548,,,,May 2020,Unknown
Ryzen 7 PRO 5750G with Radeon Graphics,,"2,441",,814,,,,Jun 2021,Unknown
Ryzen 7 PRO 5750GE with Radeon Graphics,,"2,521",,790,,,,Jun 2021,Unknown
Ryzen 7 PRO 5850U with Radeon Graphics,,"2,270",,644,,,,Mar 2021,Unknown
Ryzen 7 PRO 5875U with Radeon Graphics,,"2,067",,650,,,,Mar 2022,Unknown
Ryzen 7 PRO 6850HS with Radeon Graphics,,"3,736",,758,,,,Jun 2022,Unknown
Ryzen 7 PRO 6850U,,"5,581",,741,,,,Nov 2022,Unknown
Ryzen 7 PRO 6850U with Radeon Graphics,,"5,116",,799,,,,Mar 2022,Unknown
Ryzen 7 PRO 6860Z,,"5,077",,837,,,,Nov 2022,Unknown
Ryzen 7 PRO 6860Z with Radeon Graphics,,"4,869",,793,,,,Jul 2022,Unknown
Ryzen 7 PRO 7730U with Radeon Graphics,,"2,549",,644,,,,Nov 2022,Unknown
Ryzen 9 4900H with Radeon Graphics,,"2,714",,691,,,,Jul 2020,Unknown
Ryzen 9 4900HS with Radeon Graphics,,"7,419",,366,,,,Sep 2020,Unknown
Ryzen 9 4900HSS with Radeon Graphics,,"9,461",,417,,,,May 2021,Unknown
Ryzen 9 5900HS with Radeon Graphics,,"5,570",,536,,,,Feb 2021,Unknown
Ryzen 9 5900HX with Radeon Graphics,,"2,887",,734,,,,Jan 2021,Unknown
Ryzen 9 5980HS with Radeon Graphics,,"2,534",,830,,,,Mar 2021,Unknown
Ryzen 9 6900HS,,"8,005",,836,,,,Nov 2022,Unknown
Ryzen 9 6900HS with Radeon Graphics,,"6,098",,708,,,,May 2022,Unknown
Ryzen 9 6900HX with Radeon Graphics,,"5,388",,828,,,,Oct 2022,Unknown
Ryzen 9 PRO 6950H,,"5,759",,950,,,,Dec 2022,Unknown
Ryzen 9 PRO 6950H with Radeon Graphics,,"5,828",,852,,,,Feb 2022,Unknown
Ryzen 9 PRO 6950HS with Radeon Graphics,,"4,705",,861,,,,Jun 2022,Unknown
Ryzen3 5300U Ryzen 3 5300U,,"1,268",,445,,,,Apr 2024,Unknown
S3 5400EW,,146,,9,,,,Jul 2021,Unknown
S3 Chrome 430 ULP,,40,,310,,,,Jun 2009,Unknown
S3 Chrome S25,,23,,9,,,,Oct 2022,Unknown
S3 Chrome S25 DDR2,,18,,252,,,,Oct 2011,Unknown
S3 Chrome S27 DDR3,,33,,7,,,,Apr 2022,Unknown
S3 Inc. Savage4,,3,,21,,,,Aug 2011,Unknown
S3 ProSavageDDR,,1,,41,,,,Apr 2009,Unknown
S3 SuperSavage/IXC 1014,,2,,147,,,,Apr 2009,Unknown
SAPPHIRE RADEON 9000 ATLANTIS PRO,,5,,158,,,,Nov 2009,Unknown
SAPPHIRE RADEON 9600 ATLANTIS,,47,,149,,,,May 2009,Unknown
SAPPHIRE Radeon X1550,,61,,285,,,,Feb 2010,Unknown
Sapphire RADEON X800 GT,,113,,274,,,,May 2009,Unknown
Seria Mobility Radeon HD 3400,,125,,148,,,,Nov 2013,Unknown
Seria Radeon HD 7700,,"1,604",,201,,,,Jul 2015,Unknown
Snapdragon X Elite - X1E78100 - Qualcomm Adreno GP,,"2,565",,472,,,,Jun 2024,Desktop
Snapdragon X Elite - X1E80100 - Qualcomm Adreno GP,,"2,607",,509,,,,Jun 2024,Desktop
Snapdragon X Elite - X1E84100 - Qualcomm Adreno GP,,"2,953",,573,,,,Jun 2024,Desktop
Snapdragon X Plus - X1P64100 - Qualcomm Adreno GPU,,"2,591",,377,,,,May 2024,Desktop
SUMO 9640,,650,,398,,,,Oct 2011,Unknown
SUMO 9644,,466,,386,,,,Oct 2011,Unknown
SUMO 964A,,498,,403,,,,Aug 2011,Unknown
SuperDisplay Virtual Adapter,,"10,390",,579,,,,May 2024,Unknown
Surface Duo Adreno 640 GPU,,592,,194,,,,Aug 2022,Unknown
T1000,349.00,"7,643",21.90,861,,,,Jul 2021,Unknown
T1000 8GB,,"7,572",,863,,,,Mar 2022,Unknown
T1200 Laptop GPU,,"7,860",,466,,,,Jul 2021,Unknown
T400,123.99,"3,631",29.29,589,,,,Aug 2021,Unknown
T400 4GB,,"3,748",,650,,,,Mar 2022,Unknown
T500,,"3,677",,303,,,,Jan 2021,Unknown
T550 Laptop GPU,,"4,829",,405,,,,Mar 2022,Unknown
T600,239.99,"6,470",26.96,741,,,,Jul 2021,Unknown
T600 Laptop GPU,,"7,070",,449,,,,Jul 2021,Unknown
TENSOR 1.0 Driver Intel HD 530,,958,,203,,,,Jun 2023,Unknown
TENSOR 1.0 Driver Intel HD 630,,"1,300",,873,,,,Apr 2019,Unknown
Tesla C2050,269.99,"3,176",11.76,362,,,,Sep 2010,Unknown
Tesla C2050 / C2070,,"3,428",,568,238,14.40,6144,May 2013,Workstation
Tesla C2070,604.00,"2,840",4.70,471,247,11.50,6144,Feb 2011,Workstation
Tesla C2075,646.00,"3,017",4.67,428,,,,Jan 2012,Unknown
Tesla K20m,,"4,432",,210,,,,Jan 2022,Unknown
Tesla K20Xm,7699.00,"2,918",0.38,172,235,12.42,6144,Feb 2022,Workstation
Tesla K40c,,"4,495",,325,,,,May 2022,Unknown
Tesla K40m,,"3,281",,111,,,,Nov 2021,Unknown
Tesla K80,593.95,"5,852",9.85,374,,,,May 2022,Unknown
Tesla M10,2695.00,"3,172",1.18,410,,,,May 2019,Unknown
Tesla M2070-Q,,"1,306",,444,,,,Jan 2014,Unknown
Tesla M40,600.00,"10,465",17.44,452,,,,May 2021,Unknown
Tesla M40 24GB,,"10,418",,339,,,,Sep 2021,Unknown
Tesla M6,199.00,"6,284",31.58,371,,,,Jan 2018,Unknown
Tesla M60,787.90,"7,551",9.58,513,,,,Jun 2017,Unknown
Tesla P100-PCIE-16GB,5699.00,"7,225",1.27,572,250,28.90,16384,Jan 2019,Workstation
Tesla P4,,"8,819",,390,,,,Nov 2022,Unknown
Tesla P40,,"12,190",,441,250,48.76,24576,May 2022,Workstation
Tesla T10,,"12,650",,595,,,,Jul 2020,Unknown
Tesla T4,4420.46,"10,744",2.43,590,,,,Jun 2020,Unknown
Tesla V100-PCIE-16GB,,"12,328",,484,,,,Aug 2020,Unknown
Tesla V100-PCIE-32GB,,"8,260",,327,,,,Aug 2021,Unknown
Tesla V100-SXM2-16GB,,"16,235",,406,,,,Jun 2019,Unknown
TITAN RTX,2499.00,"19,950",7.98,823,280,71.25,24576,Dec 2018,Workstation
TITAN V,1999.99,"19,743",9.87,862,250,78.97,12288,Dec 2017,Desktop
TITAN V CEO Edition,,"16,988",,"1,086",250,67.95,32000,Oct 2018,Desktop
TITAN Xp COLLECTORS EDITION,,"19,106",,934,250,76.42,12288,Dec 2017,Desktop
TRINITY DEVASTATOR MOBILE,,699,,335,,,,Sep 2016,Unknown
TRINITY SCRAPPER MOBILE,,498,,280,,,,May 2016,Unknown
USB Mobile Monitor Virtual Display,,867,,279,,,,Aug 2024,Unknown
V9560XT,,6,,86,,,,Jan 2016,Unknown
Vanta/Vanta LT,,3,,91,,,,Apr 2009,Unknown
VIA Chrome9 HC IGP,,4,,167,,,,Apr 2009,Unknown
VIA Chrome9 HC IGP Family,,4,,178,,,,Apr 2009,Unknown
VIA Chrome9 HC IGP Family WDDM,,4,,165,,,,Apr 2009,Unknown
VIA Chrome9 HC IGP Prerelease WDDM 1.1,,2,,100,,,,Sep 2009,Unknown
VIA Chrome9 HC IGP WDDM,,3,,144,,,,Jun 2009,Unknown
VIA Chrome9 HC IGP WDDM 1.1,,3,,75,,,,Nov 2009,Unknown
VIA Chrome9 HC3 IGP,,3,,157,,,,Apr 2009,Unknown
VIA Chrome9 HC3 IGP WDDM 1.1,,1,,2,,,,Mar 2010,Unknown
VIA Chrome9 HCM IGP,,2,,94,,,,Oct 2009,Unknown
VIA Chrome9 HD IGP,,9,,40,,,,Jul 2010,Unknown
VIA/S3G C-645/640 GPU,,132,,83,,,,Oct 2019,Unknown
VIA/S3G Chrome 645/640 GPU,,110,,161,,,,Mar 2012,Unknown
VIA/S3G DeltaChrome IGP,,3,,125,,,,Apr 2009,Unknown
VIA/S3G KM400/KN400,,4,,124,,,,Apr 2009,Unknown
VIA/S3G UniChrome IGP,,4,,164,,,,Apr 2009,Unknown
VIA/S3G UniChrome Pro IGP,,5,,164,,,,Apr 2009,Unknown
VIA/S3G UniChromeII,,6,,225,,,,Dec 2009,Unknown
Virtual Display Device,,"1,655",,342,,,,Apr 2024,Unknown
VisionTek Radeon 7000,,2,,117,,,,Mar 2010,Unknown
WinFast A250 LE,,5,,197,,,,Feb 2014,Unknown
Winsta0\Default,,"4,125",,250,,,,Apr 2024,Desktop
Xabre,,5,,28,,,,Jan 2012,Unknown
XGI Volari Family v1.13.23.D_V,,5,,34,,,,Jun 2009,Unknown
ZX C-1080,,352,,147,,,,Mar 2024,Unknown
ZX Chrome 645/640 GPU,,147,,220,,,,Mar 2017,Unknown
zxcvIntel HD 620,,944,,208,,,,Jun 2020,Unknown
